numero,latitud,longitud,fecha,tmax,tmin
22581,22.16502778,-102.2951944,2007-03-20 00:00:00,29.7,5.4
22581,22.16502778,-102.2951944,2007-03-21 00:00:00,29,6.4
22581,22.16502778,-102.2951944,2007-03-22 00:00:00,26.3,8.3
22581,22.16502778,-102.2951944,2007-03-23 00:00:00,25.4,9.1
22581,22.16502778,-102.2951944,2007-03-24 00:00:00,23.8,7.7
22581,22.16502778,-102.2951944,2007-03-25 00:00:00,24.7,9.8
22581,22.16502778,-102.2951944,2007-03-26 00:00:00,27.4,10
22581,22.16502778,-102.2951944,2007-03-27 00:00:00,27.2,6.2
22581,22.16502778,-102.2951944,2007-03-28 00:00:00,27.9,7.3
22581,22.16502778,-102.2951944,2007-03-29 00:00:00,27.9,6.9
22581,22.16502778,-102.2951944,2007-03-30 00:00:00,27.8,8.6
22581,22.16502778,-102.2951944,2007-03-31 00:00:00,28.1,10.6
22581,22.16502778,-102.2951944,2007-04-01 00:00:00,24.9,10.7
22581,22.16502778,-102.2951944,2007-04-02 00:00:00,24.4,11.6
22581,22.16502778,-102.2951944,2007-04-03 00:00:00,25.1,10
22581,22.16502778,-102.2951944,2007-04-04 00:00:00,25.1,6.5
22581,22.16502778,-102.2951944,2007-04-05 00:00:00,25.2,11
22581,22.16502778,-102.2951944,2007-04-06 00:00:00,27.4,8.2
22581,22.16502778,-102.2951944,2007-04-07 00:00:00,26.9,9.8
22581,22.16502778,-102.2951944,2007-04-08 00:00:00,26.1,12.4
22581,22.16502778,-102.2951944,2007-04-09 00:00:00,25.5,9.4
22581,22.16502778,-102.2951944,2007-04-10 00:00:00,26.3,7.3
22581,22.16502778,-102.2951944,2007-04-11 00:00:00,26.8,7
22581,22.16502778,-102.2951944,2007-04-12 00:00:00,27.4,5.3
22581,22.16502778,-102.2951944,2007-04-13 00:00:00,28.1,7.9
22581,22.16502778,-102.2951944,2007-04-14 00:00:00,28.6,7.3
22581,22.16502778,-102.2951944,2007-04-15 00:00:00,26.2,7
22581,22.16502778,-102.2951944,2007-04-16 00:00:00,29.4,6.2
22581,22.16502778,-102.2951944,2007-04-17 00:00:00,29.8,14.4
22581,22.16502778,-102.2951944,2007-04-18 00:00:00,30.7,8.4
22581,22.16502778,-102.2951944,2007-04-19 00:00:00,28,10.7
22581,22.16502778,-102.2951944,2007-04-20 00:00:00,29.6,15.7
22581,22.16502778,-102.2951944,2007-04-21 00:00:00,29.9,8.2
22581,22.16502778,-102.2951944,2007-04-22 00:00:00,30.8,5.9
22581,22.16502778,-102.2951944,2007-04-23 00:00:00,31.4,9.5
22581,22.16502778,-102.2951944,2007-04-24 00:00:00,29.8,12.3
22581,22.16502778,-102.2951944,2007-04-25 00:00:00,30.4,12.5
22581,22.16502778,-102.2951944,2007-04-26 00:00:00,29.3,8.4
22581,22.16502778,-102.2951944,2007-04-27 00:00:00,28,9.9
22581,22.16502778,-102.2951944,2007-04-28 00:00:00,28.8,7.6
22581,22.16502778,-102.2951944,2007-04-29 00:00:00,28.1,12.5
22581,22.16502778,-102.2951944,2007-04-30 00:00:00,29.6,9.7
22581,22.16502778,-102.2951944,2007-05-01 00:00:00,29.9,9.8
22581,22.16502778,-102.2951944,2007-05-02 00:00:00,31.8,9.5
22581,22.16502778,-102.2951944,2007-05-03 00:00:00,31.5,10
22581,22.16502778,-102.2951944,2007-05-04 00:00:00,30.5,9
22581,22.16502778,-102.2951944,2007-05-05 00:00:00,30.9,13.6
22581,22.16502778,-102.2951944,2007-05-06 00:00:00,30.6,12.6
22581,22.16502778,-102.2951944,2007-05-07 00:00:00,30.8,10.5
22581,22.16502778,-102.2951944,2007-05-08 00:00:00,29.1,13.1
22581,22.16502778,-102.2951944,2007-05-09 00:00:00,31.3,11.8
22581,22.16502778,-102.2951944,2007-05-10 00:00:00,32,10.4
22581,22.16502778,-102.2951944,2007-05-11 00:00:00,29.5,12.2
22581,22.16502778,-102.2951944,2007-05-12 00:00:00,29.9,10.5
22581,22.16502778,-102.2951944,2007-05-13 00:00:00,28.6,12.9
22581,22.16502778,-102.2951944,2007-05-14 00:00:00,29.7,12.8
22581,22.16502778,-102.2951944,2007-05-15 00:00:00,30.6,12.3
22581,22.16502778,-102.2951944,2007-05-16 00:00:00,31,12.7
22581,22.16502778,-102.2951944,2007-05-17 00:00:00,28.5,12.4
22581,22.16502778,-102.2951944,2007-05-18 00:00:00,30.5,10.5
22581,22.16502778,-102.2951944,2007-05-19 00:00:00,29.5,10.4
22581,22.16502778,-102.2951944,2007-05-20 00:00:00,30.5,10.9
22581,22.16502778,-102.2951944,2007-05-21 00:00:00,30,10.3
22581,22.16502778,-102.2951944,2007-05-22 00:00:00,29.7,12.7
22581,22.16502778,-102.2951944,2007-05-23 00:00:00,30.1,12.5
22581,22.16502778,-102.2951944,2007-05-24 00:00:00,29.8,13.5
22581,22.16502778,-102.2951944,2007-05-25 00:00:00,27.1,13.1
22581,22.16502778,-102.2951944,2007-05-26 00:00:00,25.2,13.6
22581,22.16502778,-102.2951944,2007-05-27 00:00:00,26.6,13.5
22581,22.16502778,-102.2951944,2007-05-28 00:00:00,27.2,12
22581,22.16502778,-102.2951944,2007-05-29 00:00:00,29,11.5
22581,22.16502778,-102.2951944,2007-05-30 00:00:00,26.6,12
22581,22.16502778,-102.2951944,2007-05-31 00:00:00,29.2,9.7
22581,22.16502778,-102.2951944,2007-06-01 00:00:00,31.8,10.6
22581,22.16502778,-102.2951944,2007-06-02 00:00:00,31.2,15.2
22581,22.16502778,-102.2951944,2007-06-03 00:00:00,31.7,14.3
22581,22.16502778,-102.2951944,2007-06-04 00:00:00,30.5,12.7
22581,22.16502778,-102.2951944,2007-06-05 00:00:00,29.2,15.4
22581,22.16502778,-102.2951944,2007-06-06 00:00:00,31.7,11.9
22581,22.16502778,-102.2951944,2007-06-07 00:00:00,31.9,14.2
22581,22.16502778,-102.2951944,2007-06-08 00:00:00,32.8,15.9
22581,22.16502778,-102.2951944,2007-06-09 00:00:00,28.3,14.9
22581,22.16502778,-102.2951944,2007-06-10 00:00:00,27.6,11.4
22581,22.16502778,-102.2951944,2007-06-11 00:00:00,29.8,12.8
22581,22.16502778,-102.2951944,2007-06-12 00:00:00,30.7,12.9
22581,22.16502778,-102.2951944,2007-06-13 00:00:00,29.7,13.1
22581,22.16502778,-102.2951944,2007-06-14 00:00:00,29.2,14.8
22581,22.16502778,-102.2951944,2007-06-15 00:00:00,25.4,14.2
22581,22.16502778,-102.2951944,2007-06-16 00:00:00,27.8,15.1
22581,22.16502778,-102.2951944,2007-06-17 00:00:00,27,15.1
22581,22.16502778,-102.2951944,2007-06-18 00:00:00,28,15.4
22581,22.16502778,-102.2951944,2007-06-19 00:00:00,25.8,15.7
22581,22.16502778,-102.2951944,2007-06-20 00:00:00,22.5,14.9
22581,22.16502778,-102.2951944,2007-06-21 00:00:00,20.9,14.7
22581,22.16502778,-102.2951944,2007-06-22 00:00:00,25.2,14.9
22581,22.16502778,-102.2951944,2007-06-23 00:00:00,26.9,13.1
22581,22.16502778,-102.2951944,2007-06-24 00:00:00,26.6,13.6
22581,22.16502778,-102.2951944,2007-06-25 00:00:00,27.3,14.2
22581,22.16502778,-102.2951944,2007-06-26 00:00:00,26.9,16.7
22581,22.16502778,-102.2951944,2007-06-27 00:00:00,26.7,14.4
22581,22.16502778,-102.2951944,2007-06-28 00:00:00,26.4,14.1
22581,22.16502778,-102.2951944,2007-06-29 00:00:00,25.9,13.1
22581,22.16502778,-102.2951944,2007-06-30 00:00:00,24.1,14.1
22581,22.16502778,-102.2951944,2007-07-01 00:00:00,25.2,14.2
22581,22.16502778,-102.2951944,2007-07-02 00:00:00,26.5,13.5
22581,22.16502778,-102.2951944,2007-07-03 00:00:00,26.3,14.2
22581,22.16502778,-102.2951944,2007-07-04 00:00:00,25.9,13
22581,22.16502778,-102.2951944,2007-07-05 00:00:00,27,12.8
22581,22.16502778,-102.2951944,2007-07-06 00:00:00,25.2,14.8
22581,22.16502778,-102.2951944,2007-07-07 00:00:00,26.7,12.5
22581,22.16502778,-102.2951944,2007-07-08 00:00:00,26.2,13.7
22581,22.16502778,-102.2951944,2007-07-09 00:00:00,27,12.6
22581,22.16502778,-102.2951944,2007-07-10 00:00:00,27.4,12.4
22581,22.16502778,-102.2951944,2007-07-11 00:00:00,26.3,13.2
22581,22.16502778,-102.2951944,2007-07-12 00:00:00,26.1,12.7
22581,22.16502778,-102.2951944,2007-07-13 00:00:00,27.8,11.7
22581,22.16502778,-102.2951944,2007-07-14 00:00:00,28.9,8.9
22581,22.16502778,-102.2951944,2007-07-15 00:00:00,29.3,10.9
22581,22.16502778,-102.2951944,2007-07-16 00:00:00,26.5,15.1
22581,22.16502778,-102.2951944,2007-07-17 00:00:00,26.3,14.1
22581,22.16502778,-102.2951944,2007-07-18 00:00:00,22.5,15.1
22581,22.16502778,-102.2951944,2007-07-19 00:00:00,23.4,14.5
22581,22.16502778,-102.2951944,2007-07-20 00:00:00,26.1,11
22581,22.16502778,-102.2951944,2007-07-21 00:00:00,26.4,14.9
22581,22.16502778,-102.2951944,2007-07-22 00:00:00,26.1,14.9
22581,22.16502778,-102.2951944,2007-07-23 00:00:00,25.5,13.8
22581,22.16502778,-102.2951944,2007-07-24 00:00:00,26.8,12.7
22581,22.16502778,-102.2951944,2007-07-25 00:00:00,25.5,13.4
22581,22.16502778,-102.2951944,2007-07-26 00:00:00,26,14.2
22581,22.16502778,-102.2951944,2007-07-27 00:00:00,26.8,14.5
22581,22.16502778,-102.2951944,2007-07-28 00:00:00,23.7,15.3
22581,22.16502778,-102.2951944,2007-07-29 00:00:00,23.5,14.8
22581,22.16502778,-102.2951944,2007-07-30 00:00:00,25.1,12.9
22581,22.16502778,-102.2951944,2007-07-31 00:00:00,26.7,13.5
22581,22.16502778,-102.2951944,2007-08-01 00:00:00,27.1,13.5
22581,22.16502778,-102.2951944,2007-08-02 00:00:00,28.3,12.6
22581,22.16502778,-102.2951944,2007-08-03 00:00:00,28.2,12.5
22581,22.16502778,-102.2951944,2007-08-04 00:00:00,27.2,12
22581,22.16502778,-102.2951944,2007-08-05 00:00:00,26.2,13.4
22581,22.16502778,-102.2951944,2007-08-06 00:00:00,28.7,11.8
22581,22.16502778,-102.2951944,2007-08-07 00:00:00,27.2,13.7
22581,22.16502778,-102.2951944,2007-08-08 00:00:00,27.6,14.7
22581,22.16502778,-102.2951944,2007-08-09 00:00:00,26.4,11.3
22581,22.16502778,-102.2951944,2007-08-10 00:00:00,28.3,11.3
22581,22.16502778,-102.2951944,2007-08-11 00:00:00,27.6,9.1
22581,22.16502778,-102.2951944,2007-08-12 00:00:00,27.1,12.5
22581,22.16502778,-102.2951944,2007-08-13 00:00:00,27.9,12.1
22581,22.16502778,-102.2951944,2007-08-14 00:00:00,28,11.8
22581,22.16502778,-102.2951944,2007-08-15 00:00:00,28.4,12.3
22581,22.16502778,-102.2951944,2007-08-16 00:00:00,27.7,11.3
22581,22.16502778,-102.2951944,2007-08-17 00:00:00,27.6,14.7
22581,22.16502778,-102.2951944,2007-08-18 00:00:00,26.4,15.9
22581,22.16502778,-102.2951944,2007-08-19 00:00:00,28.3,14.3
22581,22.16502778,-102.2951944,2007-08-20 00:00:00,28.1,13.2
22581,22.16502778,-102.2951944,2007-08-21 00:00:00,26,13.7
22581,22.16502778,-102.2951944,2007-08-22 00:00:00,24.1,11.9
22581,22.16502778,-102.2951944,2007-08-23 00:00:00,24.2,15.8
22581,22.16502778,-102.2951944,2007-08-24 00:00:00,27,13.7
22581,22.16502778,-102.2951944,2007-08-25 00:00:00,27.9,10.7
22581,22.16502778,-102.2951944,2007-08-26 00:00:00,27,12.8
22581,22.16502778,-102.2951944,2007-08-27 00:00:00,24.1,14.8
22581,22.16502778,-102.2951944,2007-08-28 00:00:00,25.3,16
22581,22.16502778,-102.2951944,2007-08-29 00:00:00,22.9,15
22581,22.16502778,-102.2951944,2007-08-30 00:00:00,23.6,13.3
22581,22.16502778,-102.2951944,2007-08-31 00:00:00,23.2,14.2
22581,22.16502778,-102.2951944,2007-09-01 00:00:00,23.3,14
22581,22.16502778,-102.2951944,2007-09-02 00:00:00,19.9,14.8
22581,22.16502778,-102.2951944,2007-09-03 00:00:00,24.1,14.1
22581,22.16502778,-102.2951944,2007-09-04 00:00:00,23.5,13.5
22581,22.16502778,-102.2951944,2007-09-05 00:00:00,27.1,13.4
22581,22.16502778,-102.2951944,2007-09-06 00:00:00,27.9,12.1
22581,22.16502778,-102.2951944,2007-09-07 00:00:00,26.3,11.3
22581,22.16502778,-102.2951944,2007-09-08 00:00:00,26.5,12.8
22581,22.16502778,-102.2951944,2007-09-09 00:00:00,26.3,12.8
22581,22.16502778,-102.2951944,2007-09-10 00:00:00,24.4,13.1
22581,22.16502778,-102.2951944,2007-09-11 00:00:00,25.2,11.1
22581,22.16502778,-102.2951944,2007-09-12 00:00:00,25.2,13.5
22581,22.16502778,-102.2951944,2007-09-13 00:00:00,25.7,12.5
22581,22.16502778,-102.2951944,2007-09-14 00:00:00,27.5,13.2
22581,22.16502778,-102.2951944,2007-09-15 00:00:00,25.7,13
22581,22.16502778,-102.2951944,2007-09-16 00:00:00,26.5,11.1
22581,22.16502778,-102.2951944,2007-09-17 00:00:00,27.2,10.4
22581,22.16502778,-102.2951944,2007-09-18 00:00:00,28,10
22581,22.16502778,-102.2951944,2007-09-19 00:00:00,27.3,10
22581,22.16502778,-102.2951944,2007-09-20 00:00:00,27.3,10.5
22581,22.16502778,-102.2951944,2007-09-21 00:00:00,28.9,10.8
22581,22.16502778,-102.2951944,2007-09-22 00:00:00,29.4,8.2
22581,22.16502778,-102.2951944,2007-09-23 00:00:00,28.7,9
22581,22.16502778,-102.2951944,2007-09-24 00:00:00,29.3,9.7
22581,22.16502778,-102.2951944,2007-09-25 00:00:00,29.7,11.2
22581,22.16502778,-102.2951944,2007-09-26 00:00:00,28.8,8.8
22581,22.16502778,-102.2951944,2007-09-27 00:00:00,28.1,9.6
22581,22.16502778,-102.2951944,2007-09-28 00:00:00,25.2,12.8
22581,22.16502778,-102.2951944,2007-09-29 00:00:00,20.1,14.5
22581,22.16502778,-102.2951944,2007-09-30 00:00:00,24.4,12.7
22581,22.16502778,-102.2951944,2007-10-01 00:00:00,25,10.7
22581,22.16502778,-102.2951944,2007-10-02 00:00:00,28.3,9.5
22581,22.16502778,-102.2951944,2007-10-03 00:00:00,27.8,12.4
22581,22.16502778,-102.2951944,2007-10-04 00:00:00,27.6,12.9
22581,22.16502778,-102.2951944,2007-10-05 00:00:00,25.5,11.2
22581,22.16502778,-102.2951944,2007-10-06 00:00:00,27.9,10.2
22581,22.16502778,-102.2951944,2007-10-07 00:00:00,27.5,10.8
22581,22.16502778,-102.2951944,2007-10-08 00:00:00,27.7,15.7
22581,22.16502778,-102.2951944,2007-10-09 00:00:00,25.8,12.4
22581,22.16502778,-102.2951944,2007-10-10 00:00:00,24.8,14.5
22581,22.16502778,-102.2951944,2007-10-11 00:00:00,27.8,10
22581,22.16502778,-102.2951944,2007-10-12 00:00:00,27.4,10.1
22581,22.16502778,-102.2951944,2007-10-13 00:00:00,28.6,10.1
22581,22.16502778,-102.2951944,2007-10-14 00:00:00,28,12.6
22581,22.16502778,-102.2951944,2007-10-15 00:00:00,28,11.6
22581,22.16502778,-102.2951944,2007-10-16 00:00:00,29.4,13.7
22581,22.16502778,-102.2951944,2007-10-17 00:00:00,29,13.8
22581,22.16502778,-102.2951944,2007-10-18 00:00:00,29.5,11.7
22581,22.16502778,-102.2951944,2007-10-19 00:00:00,28.2,11.2
22581,22.16502778,-102.2951944,2007-10-20 00:00:00,25.4,11.4
22581,22.16502778,-102.2951944,2007-10-21 00:00:00,25.8,9.2
22581,22.16502778,-102.2951944,2007-10-22 00:00:00,28.5,10
22581,22.16502778,-102.2951944,2007-10-23 00:00:00,20.9,6.7
22581,22.16502778,-102.2951944,2007-10-24 00:00:00,21.6,0.4
22581,22.16502778,-102.2951944,2007-10-25 00:00:00,21.8,2.2
22581,22.16502778,-102.2951944,2007-10-26 00:00:00,23.9,0.1
22581,22.16502778,-102.2951944,2007-10-27 00:00:00,23.5,1.5
22581,22.16502778,-102.2951944,2007-10-28 00:00:00,22.2,2.7
22581,22.16502778,-102.2951944,2007-10-29 00:00:00,21.6,0.5
22581,22.16502778,-102.2951944,2007-10-30 00:00:00,23.2,1.4
22581,22.16502778,-102.2951944,2007-10-31 00:00:00,26.2,-0.8
22581,22.16502778,-102.2951944,2007-11-01 00:00:00,25.4,1.6
22581,22.16502778,-102.2951944,2007-11-02 00:00:00,26.3,1.2
22581,22.16502778,-102.2951944,2007-11-03 00:00:00,25.2,7.5
22581,22.16502778,-102.2951944,2007-11-04 00:00:00,23.1,6.4
22581,22.16502778,-102.2951944,2007-11-05 00:00:00,25.3,4.1
22581,22.16502778,-102.2951944,2007-11-06 00:00:00,25.5,1.4
22581,22.16502778,-102.2951944,2007-11-07 00:00:00,22.8,3.6
22581,22.16502778,-102.2951944,2007-11-08 00:00:00,23.6,1.8
22581,22.16502778,-102.2951944,2007-11-09 00:00:00,25.2,2.7
22581,22.16502778,-102.2951944,2007-11-10 00:00:00,25.1,3
22581,22.16502778,-102.2951944,2007-11-11 00:00:00,24.8,3.7
22581,22.16502778,-102.2951944,2007-11-12 00:00:00,25.4,3.6
22581,22.16502778,-102.2951944,2007-11-13 00:00:00,24.8,4
22581,22.16502778,-102.2951944,2007-11-14 00:00:00,24.9,1.6
22581,22.16502778,-102.2951944,2007-11-15 00:00:00,22.3,4.5
22581,22.16502778,-102.2951944,2007-11-16 00:00:00,24,7.3
22581,22.16502778,-102.2951944,2007-11-17 00:00:00,22.9,7.7
22581,22.16502778,-102.2951944,2007-11-18 00:00:00,20.9,7.9
22581,22.16502778,-102.2951944,2007-11-19 00:00:00,22.2,5.6
22581,22.16502778,-102.2951944,2007-11-20 00:00:00,20.1,5.5
22581,22.16502778,-102.2951944,2007-11-21 00:00:00,23.6,4.4
22581,22.16502778,-102.2951944,2007-11-22 00:00:00,24.1,3.7
22581,22.16502778,-102.2951944,2007-11-23 00:00:00,22.8,2.9
22581,22.16502778,-102.2951944,2007-11-24 00:00:00,22.2,5.8
22581,22.16502778,-102.2951944,2007-11-25 00:00:00,22,8.4
22581,22.16502778,-102.2951944,2007-11-26 00:00:00,23.1,1.9
22581,22.16502778,-102.2951944,2007-11-27 00:00:00,24,3
22581,22.16502778,-102.2951944,2007-11-28 00:00:00,24.7,5.4
22581,22.16502778,-102.2951944,2007-11-29 00:00:00,24.8,7.7
22581,22.16502778,-102.2951944,2007-11-30 00:00:00,23.9,8.8
22581,22.16502778,-102.2951944,2007-12-01 00:00:00,24.6,6.8
22581,22.16502778,-102.2951944,2007-12-02 00:00:00,26.5,5.4
22581,22.16502778,-102.2951944,2007-12-03 00:00:00,23.4,7.2
22581,22.16502778,-102.2951944,2007-12-04 00:00:00,21.8,4.1
22581,22.16502778,-102.2951944,2007-12-05 00:00:00,20.5,1.5
22581,22.16502778,-102.2951944,2007-12-06 00:00:00,22,3.7
22581,22.16502778,-102.2951944,2007-12-07 00:00:00,22.8,2.5
22581,22.16502778,-102.2951944,2007-12-08 00:00:00,23.4,1.2
22581,22.16502778,-102.2951944,2007-12-09 00:00:00,23.4,1
22581,22.16502778,-102.2951944,2007-12-10 00:00:00,23.2,3.3
22581,22.16502778,-102.2951944,2007-12-11 00:00:00,23.2,3.9
22581,22.16502778,-102.2951944,2007-12-12 00:00:00,23.5,2.2
22581,22.16502778,-102.2951944,2007-12-13 00:00:00,23.8,4.9
22581,22.16502778,-102.2951944,2007-12-14 00:00:00,24.6,2.9
22581,22.16502778,-102.2951944,2007-12-15 00:00:00,24.5,3
22581,22.16502778,-102.2951944,2007-12-16 00:00:00,22.7,3.8
22581,22.16502778,-102.2951944,2007-12-17 00:00:00,24.5,2.1
22581,22.16502778,-102.2951944,2007-12-18 00:00:00,25.2,1.4
22581,22.16502778,-102.2951944,2007-12-19 00:00:00,27,3.2
22581,22.16502778,-102.2951944,2007-12-20 00:00:00,26.3,4.1
22581,22.16502778,-102.2951944,2007-12-21 00:00:00,26.7,1.2
22581,22.16502778,-102.2951944,2007-12-22 00:00:00,25.5,3.1
22581,22.16502778,-102.2951944,2007-12-23 00:00:00,21.6,4.5
22581,22.16502778,-102.2951944,2007-12-24 00:00:00,24.1,6.5
22581,22.16502778,-102.2951944,2007-12-25 00:00:00,21.2,3.6
22581,22.16502778,-102.2951944,2007-12-26 00:00:00,21.3,5.9
22581,22.16502778,-102.2951944,2007-12-27 00:00:00,22.1,0.8
22581,22.16502778,-102.2951944,2007-12-28 00:00:00,22.7,6.9
22581,22.16502778,-102.2951944,2007-12-29 00:00:00,25.1,1.7
22581,22.16502778,-102.2951944,2007-12-30 00:00:00,23.4,1.8
22581,22.16502778,-102.2951944,2007-12-31 00:00:00,25.5,-2.1
22581,22.16502778,-102.2951944,2008-01-01 00:00:00,20.8,0.2
22581,22.16502778,-102.2951944,2008-01-02 00:00:00,13.6,1
22581,22.16502778,-102.2951944,2008-01-03 00:00:00,16.4,-3.2
22581,22.16502778,-102.2951944,2008-01-04 00:00:00,21.2,-3.5
22581,22.16502778,-102.2951944,2008-01-05 00:00:00,23.6,-1.3
22581,22.16502778,-102.2951944,2008-01-06 00:00:00,24.7,0.7
22581,22.16502778,-102.2951944,2008-01-07 00:00:00,24.2,-0.4
22581,22.16502778,-102.2951944,2008-01-08 00:00:00,24.5,0.6
22581,22.16502778,-102.2951944,2008-01-09 00:00:00,23.3,-0.1
22581,22.16502778,-102.2951944,2008-01-10 00:00:00,23.6,1.8
22581,22.16502778,-102.2951944,2008-01-11 00:00:00,23.6,2.1
22581,22.16502778,-102.2951944,2008-01-12 00:00:00,22.4,-2.8
22581,22.16502778,-102.2951944,2008-01-13 00:00:00,20.9,-2
22581,22.16502778,-102.2951944,2008-01-14 00:00:00,20.8,4.2
22581,22.16502778,-102.2951944,2008-01-15 00:00:00,20.8,6.5
22581,22.16502778,-102.2951944,2008-01-16 00:00:00,20.5,4.6
22581,22.16502778,-102.2951944,2008-01-17 00:00:00,20.8,1.2
22581,22.16502778,-102.2951944,2008-01-18 00:00:00,19,0.7
22581,22.16502778,-102.2951944,2008-01-19 00:00:00,20.8,-3
22581,22.16502778,-102.2951944,2008-01-20 00:00:00,20,-1.1
22581,22.16502778,-102.2951944,2008-01-21 00:00:00,23.7,1.8
22581,22.16502778,-102.2951944,2008-01-22 00:00:00,24.8,2.2
22581,22.16502778,-102.2951944,2008-01-23 00:00:00,25.6,7.3
22581,22.16502778,-102.2951944,2008-01-24 00:00:00,26.1,3.7
22581,22.16502778,-102.2951944,2008-01-25 00:00:00,24.9,6.9
22581,22.16502778,-102.2951944,2008-01-26 00:00:00,25.3,6
22581,22.16502778,-102.2951944,2008-01-27 00:00:00,24.2,2.6
22581,22.16502778,-102.2951944,2008-01-28 00:00:00,25.4,2.6
22581,22.16502778,-102.2951944,2008-01-29 00:00:00,24.4,3.9
22581,22.16502778,-102.2951944,2008-01-30 00:00:00,25.1,4.4
22581,22.16502778,-102.2951944,2008-01-31 00:00:00,24.6,2
22581,22.16502778,-102.2951944,2008-02-01 00:00:00,23.3,0.8
22581,22.16502778,-102.2951944,2008-02-02 00:00:00,24.7,2.9
22581,22.16502778,-102.2951944,2008-02-03 00:00:00,25.3,1.3
22581,22.16502778,-102.2951944,2008-02-04 00:00:00,24.4,5.2
22581,22.16502778,-102.2951944,2008-02-05 00:00:00,24,3.9
22581,22.16502778,-102.2951944,2008-02-06 00:00:00,24.4,-1.5
22581,22.16502778,-102.2951944,2008-02-07 00:00:00,22,-0.9
22581,22.16502778,-102.2951944,2008-02-08 00:00:00,24.3,3.5
22581,22.16502778,-102.2951944,2008-02-09 00:00:00,24.3,1.8
22581,22.16502778,-102.2951944,2008-02-10 00:00:00,23.5,9.2
22581,22.16502778,-102.2951944,2008-02-11 00:00:00,23.1,7.4
22581,22.16502778,-102.2951944,2008-02-12 00:00:00,23,5.5
22581,22.16502778,-102.2951944,2008-02-13 00:00:00,22.5,2.9
22581,22.16502778,-102.2951944,2008-02-14 00:00:00,24.8,3.3
22581,22.16502778,-102.2951944,2008-02-15 00:00:00,25.4,1.4
22581,22.16502778,-102.2951944,2008-02-16 00:00:00,26.3,2.9
22581,22.16502778,-102.2951944,2008-02-17 00:00:00,26.4,6.2
22581,22.16502778,-102.2951944,2008-02-18 00:00:00,27.7,0
22581,22.16502778,-102.2951944,2008-02-19 00:00:00,26.8,1.4
22581,22.16502778,-102.2951944,2008-02-20 00:00:00,26.5,1.2
22581,22.16502778,-102.2951944,2008-02-21 00:00:00,25.3,5.1
22581,22.16502778,-102.2951944,2008-02-22 00:00:00,26.9,4.8
22581,22.16502778,-102.2951944,2008-02-23 00:00:00,28.6,2.1
22581,22.16502778,-102.2951944,2008-02-24 00:00:00,29.5,4
22581,22.16502778,-102.2951944,2008-02-25 00:00:00,28.5,5.6
22581,22.16502778,-102.2951944,2008-02-26 00:00:00,28,4.8
22581,22.16502778,-102.2951944,2008-02-27 00:00:00,22.5,4.5
22581,22.16502778,-102.2951944,2008-02-28 00:00:00,24.5,2.7
22581,22.16502778,-102.2951944,2008-02-29 00:00:00,26.2,6.6
22581,22.16502778,-102.2951944,2008-03-01 00:00:00,25.9,4.1
22581,22.16502778,-102.2951944,2008-03-02 00:00:00,25.9,5.9
22581,22.16502778,-102.2951944,2008-03-03 00:00:00,25.7,7.3
22581,22.16502778,-102.2951944,2008-03-04 00:00:00,25.7,2.1
22581,22.16502778,-102.2951944,2008-03-05 00:00:00,24.8,6.4
22581,22.16502778,-102.2951944,2008-03-06 00:00:00,22.8,4.2
22581,22.16502778,-102.2951944,2008-03-07 00:00:00,21.3,-1.8
22581,22.16502778,-102.2951944,2008-03-08 00:00:00,21.2,-1.9
22581,22.16502778,-102.2951944,2008-03-09 00:00:00,23.7,2.3
22581,22.16502778,-102.2951944,2008-03-10 00:00:00,24.6,0.7
22581,22.16502778,-102.2951944,2008-03-11 00:00:00,25.1,3.7
22581,22.16502778,-102.2951944,2008-03-12 00:00:00,27.1,3.7
22581,22.16502778,-102.2951944,2008-03-13 00:00:00,25.6,7.3
22581,22.16502778,-102.2951944,2008-03-14 00:00:00,26.6,1.5
22581,22.16502778,-102.2951944,2008-03-15 00:00:00,28.2,3.9
22581,22.16502778,-102.2951944,2008-03-16 00:00:00,27.1,5.3
22581,22.16502778,-102.2951944,2008-03-17 00:00:00,26.8,8.6
22581,22.16502778,-102.2951944,2008-03-18 00:00:00,24.3,7.1
22581,22.16502778,-102.2951944,2008-03-19 00:00:00,21.6,0.9
22581,22.16502778,-102.2951944,2008-03-20 00:00:00,24.8,1.7
22581,22.16502778,-102.2951944,2008-03-21 00:00:00,27.4,2.2
22581,22.16502778,-102.2951944,2008-03-22 00:00:00,27.3,4.2
22581,22.16502778,-102.2951944,2008-03-23 00:00:00,27.8,5.6
22581,22.16502778,-102.2951944,2008-03-24 00:00:00,23.1,9.6
22581,22.16502778,-102.2951944,2008-03-25 00:00:00,25.2,6.5
22581,22.16502778,-102.2951944,2008-03-26 00:00:00,27.5,8.2
22581,22.16502778,-102.2951944,2008-03-27 00:00:00,29.1,10.3
22581,22.16502778,-102.2951944,2008-03-28 00:00:00,29.7,8.8
22581,22.16502778,-102.2951944,2008-03-29 00:00:00,29.9,9.1
22581,22.16502778,-102.2951944,2008-03-30 00:00:00,30.7,6.2
22581,22.16502778,-102.2951944,2008-03-31 00:00:00,31.8,7.4
22581,22.16502778,-102.2951944,2008-04-01 00:00:00,32,5.3
22581,22.16502778,-102.2951944,2008-04-02 00:00:00,32.2,10.8
22581,22.16502778,-102.2951944,2008-04-03 00:00:00,32,9
